Hybridization REF	MBA:MEXP:2462	MBA:MEXP:2463	MBA:MEXP:2464	MBA:MEXP:2465	MBA:MEXP:2466	MBA:MEXP:2467	MBA:MEXP:2468	MBA:MEXP:2469	MBA:MEXP:2470	MBA:MEXP:2471	MBA:MEXP:2472	MBA:MEXP:2473	MBA:MEXP:2474	MBA:MEXP:2475	MBA:MEXP:2476	MBA:MEXP:2477	MBA:MEXP:2478	MBA:MEXP:2479	MBA:MEXP:2480	MBA:MEXP:2481
R:A-SNGR-8:1021	0.70600986	0.7146225	0.86582947	0.82856774	0.9722159	1.0144966	1.0361055	1.0796889	1.0990976	1.0112906	1.020505	0.96284217	0.955103	0.85881746	0.91938406	1.1824493	1.0931178	1.0787876	1.1620427	0.9887095
R:A-SNGR-8:5132	0.7461527	0.8390465	0.852202	0.7029657	0.82784	0.9436941	1.0666862	1.049118	1.1538937	1.1011667	1.0176952	1.1566526	0.9557633	1.0364289	0.9160825	0.9165856	0.9823048	1.1568378	1.1558312	1.3034252
R:A-SNGR-8:2252	1.2668654	1.081072	0.99571747	1.0190309	0.9003808	0.8263117	1.148569	1.0641431	0.92895967	1.0042825	1.0705274	0.9462822	0.9225657	0.8709383	0.8764306	0.8811908	0.95526487	1.1025084	1.2842064	1.1530352
R:A-SNGR-8:3768	1.2941962	1.3738164	1.2155638	1.0817186	0.9782465	0.93870926	1.0411514	1.0692991	0.97164947	1.1229311	1.0974904	1.0536176	0.8891244	0.9750774	0.95331943	0.8200948	0.90039253	0.9104488	0.90765125	1.0217535
R:A-SNGR-8:5388	0.9595528	1.275771	0.9818818	0.98133546	0.9210662	0.9917057	1.2541665	1.2301232	0.998974	0.9091209	1.193789	1.101089	1.001026	1.3075712	0.9442795	0.95280284	0.9159337	1.2111291	1.0473074	null
R:A-SNGR-8:5644	0.97537476	0.802521	0.8587844	1.0559039	null	1	1.2259475	null	null	null	null	null	null	null	null	null	null	1.1316583	1.2351031	null
R:A-SNGR-8:403	0.9288895	null	1.0057596	0.9507182	0.9341693	0.9237836	1.0241617	1.092552	1.0946938	1.0116024	0.97663337	1.0654389	0.9577651	0.89176834	0.97919077	0.99424046	1.0892823	1.2131354	1.0782278	1.0193117
R:A-SNGR-8:990	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5166	0.827449	0.54057324	0.8943697	1.1006421	0.99998766	0.9451814	0.7050883	0.75264734	0.880939	1.3649725	1.334839	0.9821634	1.1737673	0.9246872	1.0652037	1.1017923	1.0000123	1.1833173	1.2316847	1.1099927
R:A-SNGR-8:2339	1.231726	1.1885303	1.2824476	1.0873595	1.001181	0.920928	0.9261614	0.9320305	1.0733337	1.0504597	1.0734963	1.093148	1.10756	0.99881905	0.966414	0.8337396	0.86768776	0.91535854	0.89575267	0.8256139
R:A-SNGR-8:5678	1.134077	0.98473513	0.95451754	0.97235096	1.0569885	1.0141611	1.0363522	1.0224681	0.98583895	0.9312211	1.030049	0.97363263	0.982509	0.91052294	0.8769588	0.8839025	1.211521	1.1988584	1.1448756	1.3691566
R:A-SNGR-8:2595	1.0605627	1.0043318	1.0204849	0.9907576	0.99251413	1.0063447	0.9903619	0.96717787	0.98683697	0.9970078	1.0454962	1.0395584	1.0635679	1.2085412	1.0533993	1.0029922	0.928776	0.98838377	0.89714736	0.7861517
R:A-SNGR-8:597	1.090475	1.014445	1.0208403	0.9376526	0.86911595	0.83090323	0.87607974	0.9999814	0.9516555	0.96804184	1.0099661	1.0010153	0.9810803	0.8361188	0.86352575	null	null	1.0337197	1.0000186	1.0790738
R:A-SNGR-8:5526	1.0196295	1.1847523	0.9999232	0.980346	0.9080707	0.9693545	1.1470414	1.1273688	1.0775602	0.9338451	1.1012931	1.01862	0.8876493	0.99527866	0.97176427	0.98707634	1.051764	0.9965975	1.0000768	null
R:A-SNGR-8:2350	0.99016255	null	1.0104547	1.093761	1.0199543	0.9219603	1.0154471	1.0442821	1.0096558	0.92791194	1.1648598	1.0590101	0.9439456	1.0890319	0.8937661	0.82145303	0.9903441	0.965757	0.94195503	1.033323
R:A-SNGR-8:3630	1.1022637	0.9550007	0.87977475	0.99054	0.83354694	0.8853931	0.9328606	0.98122585	0.9762981	1.0468382	1.135061	0.9910704	1.2738445	0.8696432	1.0982915	1.07119	1.2637259	1.2581818	1.0089296	null
R:A-SNGR-8:2606	1.1414555	1.223006	1.1172863	1.0934834	0.9312449	0.9359478	1.0770493	1.106993	1.0678132	1.0116243	0.97663695	1.0186874	0.97327834	0.9889929	1.0110072	0.9705401	0.9726418	0.8965378	0.9720181	0.98419994
R:A-SNGR-8:2862	1.3150028	1.1745206	1.1689814	0.97127223	0.9302952	0.983601	1.0364267	1.1056902	1.2051682	1.0436982	0.9468037	1.0294106	0.93781877	0.87160593	0.8676437	0.9047966	null	0.9168722	1.016399	1.09026
R:A-SNGR-8:5496	1.0676284	1.0510582	1.0004559	0.92428786	0.8591046	0.97761124	0.99954414	1.0882201	0.92017233	0.8579123	null	0.9553502	0.86797583	0.8893882	1.0025821	1.0020709	1.0071964	0.9631676	1.0810612	null
R:A-SNGR-8:1326	1.0201244	null	0.84091264	1.2869276	1	1	0.76568407	0.72792435	null	null	1.5844749	null	1.431445	1.21665	null	0.8750044	1.0555556	1.2020755	1.124682	null
R:A-SNGR-8:3536	1.010726	1.263751	0.9879675	0.9963775	0.96389496	1.0317942	0.9964863	1.0210997	1.0501641	0.96909606	1.0012647	1.0403582	1.0962415	1.0267751	0.94127077	0.8814635	1.047822	1.1145447	0.9212327	0.8113048
R:A-SNGR-8:3819	1.6964059	1.5289862	1.2489055	0.96243954	0.9572936	0.8905333	1.1866753	1.1488637	1.2361355	0.9810507	0.95146763	0.8536652	0.8281374	0.79362	1.005079	0.93175703	1.01124	1.1254131	0.9949209	1.1263787
R:A-SNGR-8:2795	1.0415775	1.2544754	0.9888672	0.8352213	0.8658601	0.9828106	1.0076146	1.0387279	1.0224626	0.8782113	0.8906164	0.8977159	1.0085101	1.2131928	1.0089871	1.0188283	1.0976807	0.90279716	0.87615633	0.99238545
R:A-SNGR-8:2512	1.5434356	1.9413723	1.5245129	1.3764335	1.1557077	1.0531846	1.064004	1.0526217	1.085695	0.9473782	0.9137056	0.92115796	0.9262577	0.8088974	0.74212706	0.8300292	0.9087333	0.92859817	0.83664733	1.1747109
R:A-SNGR-8:1259	0.8715923	0.96442664	0.8951019	0.9967748	1.0032252	1.0444925	1.0320029	1.0301261	1.0310546	0.9387749	0.98914367	1.0320436	1.0192677	0.98634887	1.030953	0.9600607	0.9841356	0.96784127	1.0833381	1.0196873
R:A-SNGR-8:235	0.9213251	0.8461084	1.0247718	1.2037271	1.1746882	0.9931144	0.86778283	0.7889014	0.99058175	1.116274	1.1016805	1.0196643	1.1234165	1.0068855	1.0129133	1.0302473	0.92764616	0.98606604	0.9792381	0.85965425
R:A-SNGR-8:1515	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5029	1.0628519	1.2315367	1.0637275	1.0276408	0.9755087	0.91996634	1.1191629	1.1359091	0.8924309	0.88079923	0.8497013	0.9952094	1.0426543	1.0447998	1.1904808	0.91642284	0.83010334	0.680763	0.8057788	1.0047907
R:A-SNGR-8:714	1.053924	1.0817448	1.0293146	1.0126941	0.93060786	0.9135771	0.9708933	1.1149664	0.8725665	1.0992209	0.9649224	1.1093547	0.93541753	0.81274587	1.1321054	1.0612131	0.9873058	1.0724564	0.9774313	0.81298155
R:A-SNGR-8:720	1.1167039	1.2866086	1.1647078	1.0833032	1.0605483	1.0488707	0.9681515	1.0592867	1.0318485	0.90324664	1.0321832	1.0998114	0.9031704	0.95830595	0.8271204	0.9118936	0.8282481	0.9162168	0.92062604	0.9307592
R:A-SNGR-8:2000	0.6745808	0.81833774	0.8524365	0.7885967	0.8058295	null	1.0987213	1.0326532	1.097801	null	0.9484845	0.910686	0.8683098	0.9923529	0.9293381	1.0146853	1.007647	1.2302147	1.1561404	1.1678596
R:A-SNGR-8:976	1.1731344	1.0136095	1.0498283	0.9735612	0.9704426	1.0240462	1.0396062	1.046039	1.0197928	0.9863906	1.1261921	1.108729	0.961897	0.893197	0.93396604	0.92170954	0.9701225	0.9630251	1.1699408	null
R:A-SNGR-8:1003	1.1191804	1.2388725	1.195876	0.99030995	1.0706025	1.0566549	0.9563805	1.1050752	1.00969	0.9478473	0.9449649	0.9857679	0.8829684	0.86825466	0.9318632	1.0723548	0.8363991	0.93838537	1.0291615	1.1693358
R:A-SNGR-8:5179	null	4.9428573	null	null	null	null	null	3.58971	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4155	0.90518016	0.4841914	0.8638822	0.9803083	1.1078674	0.9112401	0.7991896	0.68421966	0.98789567	1.5110697	1.5596303	0.99662876	1.218497	1.0033711	1.1801299	1.2151651	1.0742697	1.0795984	1.1932037	0.2882113
R:A-SNGR-8:5435	0.9818085	null	0.95034903	0.8112467	1.0720956	null	0.76232773	0.9544188	0.8970513	0.91580033	null	0.88391435	null	null	0.7929841	0.70555604	null	1.0654918	1.0277011	null
R:A-SNGR-8:4411	0.77203274	null	null	null	null	null	null	null	null	null	0.93566453	null	null	1.0297399	1.1945246	0.9958556	1.0025908	0.9231869	0.8636546	0.92696065
R:A-SNGR-8:5363	0.6683691	0.44161347	0.74914914	0.8593304	1.0753806	0.9822121	0.7674465	0.7554559	0.89898694	1.1651196	1.3068779	0.9270742	1.1070244	1.0414234	1.1840109	1.1090982	1.0177879	1.0592103	1.0575418	0.86004555
R:A-SNGR-8:2087	1.2896248	1.1455905	1.0991799	0.94065905	0.8759615	0.9579295	1.004019	1.0984052	1.0499856	1.1540182	1.0903597	1.0607855	0.995981	0.9196995	0.8432186	0.8948514	0.9605332	0.93935466	1.0495695	0.9584957
R:A-SNGR-8:5947	1.2282835	1.4010336	1.3250456	1.1075271	null	null	1.0504903	1.0451285	null	0.95487136	0.95487136	1.2471602	0.95487136	1.1990205	1.1728684	0.9215483	0.87268114	null	1.0710467	null
R:A-SNGR-8:4923	0.9979401	1.1142932	1.0948993	1.0297365	1.0517766	1.0112681	1.0480249	1.0693394	1.0817416	0.9887748	0.95968556	1.0020599	0.97141707	0.96285367	0.91657066	1.0400921	0.9438162	0.8245939	0.9459616	null
R:A-SNGR-8:5584	0.85902387	0.63576186	0.8900984	0.9319502	0.9669459	1.0623435	0.84803915	0.77974033	1.0164769	1.0978866	1.3820077	1.0014493	1.1643087	null	1.0672148	1.0178629	0.9689257	0.9985506	1.141765	1.1559384
R:A-SNGR-8:3387	1.2398696	1.2216028	1.1278952	1.0344923	0.876455	0.96664613	0.9079367	0.9311523	0.98478574	0.99829113	1.0017089	0.9360096	1.020583	1.1583099	1.0953592	0.97405976	0.827544	1.0139425	0.88672084	1.0350479
R:A-SNGR-8:3643	1.2156233	1.4814726	1.1197811	1.1732044	1.1052331	1.0170307	1.1463764	1.1282701	1.0343539	0.93349624	0.98108816	0.98296934	1.345594	0.94191676	0.9765361	0.8161216	0.7067698	0.9214185	0.7835712	null
R:A-SNGR-8:2619	1.2629746	null	1.0550704	1.1032008	0.94441956	0.92142636	0.93481475	0.98690975	0.9389211	1.082389	0.89781237	0.95997137	1.0079125	1.0260271	1.0253973	1.0026009	0.98251086	0.9771652	0.99739915	null
R:A-SNGR-8:1083	0.80985266	0.54634315	0.83131266	0.9505769	1.0446095	1.0310934	0.82613575	0.70145196	0.9614081	1.0909669	1.2792721	null	1.2115878	1.0757546	1.2461519	1.0948449	0.9689065	0.94774926	1.0454855	0.4412267
R:A-SNGR-8:4560	1.3660595	1.0076532	1.0562515	1.1335957	1.0778079	0.92954767	0.8878477	0.8886162	1.0024097	1.1716863	1.2251397	0.9448003	1.0384535	0.9060808	0.9578373	0.9967287	0.99759024	0.9662926	1.0842979	0.85911226
R:A-SNGR-8:1994	1.010807	1.0107903	1.0690337	1.051054	1.1090187	null	0.73788685	0.6143229	0.8974816	1.1279861	1.0809985	0.9906714	1.0842365	0.86607707	1.0351231	0.9364882	0.82083744	1.0093287	0.8950824	null
R:A-SNGR-8:3856	1.0566431	1.1047333	1.0535369	0.98791975	1.1051885	1.0497098	1.0164883	1.0186098	1.0120803	0.9071515	0.9738259	0.96510196	0.98410606	1.0409598	0.9694364	0.89102745	0.8658665	0.92622244	0.9232113	1.0516789
R:A-SNGR-8:2832	1.0014907	0.7881778	0.7587771	1.1266603	1.0433859	0.7901369	0.76519394	0.7529851	0.9985092	1.3011575	1.2732157	0.959595	1.115394	1.0322224	1.166421	1.0857258	0.98914677	0.8489928	1.027266	null
R:A-SNGR-8:838	0.5250875	0.5683252	0.7931762	1.0514559	1.2092538	1.0496893	0.9201604	0.8037685	0.75889903	0.9382872	1.032743	1.1689239	1.1752279	1.7580872	1.5543116	1.3697714	1.0544376	0.96725696	0.83318883	0.88417435
R:A-SNGR-8:1851	1.0200615	0.81624484	1.0040798	1.1252195	1.2571005	0.95593774	0.68976647	0.7416475	0.95593774	0.95593774	1.4474446	0.9787554	1.2282156	1.1472349	1.2237649	1.1969814	0.9959201	1.1256815	0.9620365	null
R:A-SNGR-8:5840	1.260792	1.161222	1.1660508	1.156691	1.1223677	null	1.0279398	1.0493234	1.0225756	null	null	1.0643411	null	null	1.3270015	0.9766134	null	null	0.9774244	null
R:A-SNGR-8:827	0.6853877	0.5204715	0.82395065	0.924662	0.87997144	0.8740121	0.7013033	0.80415416	1.1110504	1.3671347	1.4241201	0.96110725	1.0388927	1.1489017	1.0879737	1.1472214	1.3215556	1.5559675	1.5489154	0.8317901
R:A-SNGR-8:5243	0.90980095	0.9639428	0.95507777	1.0002942	1.0072571	1.0829847	1.0416622	0.94308037	0.93106383	0.9643616	0.9420522	0.99970573	1.0349125	1.1401262	1.1298287	1.0693015	1.2753546	1.142025	0.95148486	0.9562939
R:A-SNGR-8:1040	0.71551317	0.85366964	0.9958398	1.2751402	1.5803255	1.4513321	1.1150751	0.98851043	0.7994323	0.7294302	0.7839647	1.0041604	1.1450741	1.3355808	1.5631654	1.5699359	1.1895394	0.7324829	0.57511663	0.62033385
R:A-SNGR-8:2533	1.1043899	1.2777742	0.96785283	0.9096964	0.9198688	0.95411396	1.048722	1.0831717	1.0013069	0.88650537	0.934442	1.0564444	0.9749473	0.99926996	0.9266119	0.95165485	1.0653872	1.0007302	1.0138943	1.5959936
R:A-SNGR-8:4816	1.2814434	0.93095076	1.2051766	1.0302323	1.0354725	1.0360451	0.93376184	0.8856234	0.94415957	1.1760154	0.97495955	0.97564673	1.0360738	1.1241182	1.0920221	1.0188389	0.9811612	0.9527708	0.7018127	0.59513634
R:A-SNGR-8:16	0.9433346	0.7636145	0.94530183	0.9132934	0.97116286	0.90477914	1.1703652	1.0340859	0.9371893	1.070773	1.1324801	1.1448727	0.86280185	1.0288372	0.9513282	1.0589403	1.1155131	1.2599536	1.3103365	0.9680117
R:A-SNGR-8:5254	1.0463312	1.209057	0.9635817	0.93837166	0.93552446	1.0066144	1.0195658	1.0542872	1.0692455	0.9207365	0.88985425	1.0566708	0.93282723	0.9872674	0.82333946	0.9108181	1.096999	1.0482403	0.99338573	1.3367419
R:A-SNGR-8:2213	0.96162295	1.0248045	1.0222456	0.9791773	0.9635473	1.014966	1.0516843	1.0521966	1.0012914	0.8857674	0.8993254	0.9387671	0.91030806	1.0327739	0.86854124	0.92761177	0.9987087	1.0547061	1.012491	1.1018189
R:A-SNGR-8:4475	1.2712945	1.4191728	1.1325448	1.0065107	0.9528995	0.87107795	1.0016137	1.0600566	0.96190584	0.98564494	1.1148127	0.99984413	1.0362898	1.0241388	0.90874887	0.86718637	0.95194745	0.8934092	0.98557967	1.0001559
R:A-SNGR-8:3493	1.245335	1.3766662	1.247494	1.0668602	0.98250914	0.96921843	1.0866535	1.1171714	1.0174909	0.9263138	0.8497014	1.0925499	1.0988334	1.0389525	0.885862	0.8966889	0.86213064	0.78845537	0.8396824	null
R:A-SNGR-8:4731	0.6636786	0.6318477	0.872449	1.2719148	1.6148435	1.426909	0.96296567	0.75496197	0.6792715	0.89723945	1.0729023	null	1.1829778	1.2371972	1.5588167	1.2967142	0.9484473	0.7624503	0.64488995	null
R:A-SNGR-8:5072	1.0742853	0.8880138	1.0014004	0.94064087	0.91144466	0.9321927	0.9789498	0.96831805	1.0486889	1.0200279	1.0601274	0.99859965	0.9674271	0.91731524	0.8154637	1.0066066	1.1635642	1.3084625	1.0881994	1.2193302
R:A-SNGR-8:3280	1.1156873	null	1.031795	0.9728319	1.0109289	1.0504961	1.2276764	1.162736	1.0601999	0.9117028	0.8837417	0.96525043	0.8937173	1.004534	0.91049397	0.94461745	0.96474546	1.1573884	0.96452487	1.0790993
R:A-SNGR-8:2427	0.93161774	0.76475596	0.93934613	0.8284291	1.0024912	0.99750876	0.85438085	0.8134032	0.9559716	1.074583	1.0993849	1.0045537	1.1577604	1.0689179	1.2014545	1.1636708	1.0364063	0.98141634	1.0084707	0.5195918
R:A-SNGR-8:2256	0.8617238	0.94523555	0.8822334	0.8898232	0.89336467	0.9208568	1.0396392	0.97008175	0.9803045	0.9111827	0.92309624	1.0411993	null	1.0196954	null	null	null	1.0298977	1.1018362	1.1831448
R:A-SNGR-8:2469	1.219712	1.2608848	1.0865986	0.959971	0.89149797	0.902548	1.0705836	1.1389412	1.0323644	0.989969	0.8615606	1.0100312	0.96244615	1.0448503	0.94351786	0.98322886	1.1837511	0.8837843	0.8833064	1.0869057
R:A-SNGR-8:6096	1.1556718	1.2076564	1.1006358	1.0129019	0.96331334	0.9870981	1.0607985	1.0977694	1.0617657	0.95617884	0.9371138	1.0990932	0.9639793	0.9691595	0.8761865	0.9130325	0.9559444	0.96029186	1.0606917	1.3290862
R:A-SNGR-8:836	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:2939	2.2255907	2.745072	2.8582544	2.5217385	null	null	1.9220259	1.8465818	null	null	null	null	null	1.502004	null	null	null	1.2295207	1	null
R:A-SNGR-8:2576	1.2722098	1.4314102	1.1084445	1.0021394	0.98797345	0.9694692	0.9978605	1.0605416	1.0966592	null	0.96718866	0.9401469	1.0107143	0.9736103	0.9359053	0.9327102	0.9045676	1.0357748	1.0541172	1.3200572
R:A-SNGR-8:3814	null	null	null	null	null	null	1.0796447	1.0587372	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:2790	0.9089904	1.2512838	0.8738413	0.7045101	0.8489754	1.0034999	0.9584746	1.0450311	1.1293745	1.0034999	0.8384585	1.1378504	1.0802004	1.0170274	0.90445805	0.90315944	1.0299305	0.99650013	0.9660703	null
R:A-SNGR-8:379	null	null	null	1.5170025	null	null	1.5867429	1.5968502	null	null	null	null	null	null	null	1.3740234	1.7864524	null	1	null
R:A-SNGR-8:3046	1.0155764	1.0635023	0.84214723	0.86356825	1	null	0.94721824	0.9387959	null	null	null	null	null	1.931434	0.9534283	0.94726366	1.1649272	null	null	null
R:A-SNGR-8:230	0.8469031	1.276787	1.1375537	1.0701609	1.004651	1.1106452	0.9787763	1.0358772	0.8833927	0.995349	1.042106	1.2005566	0.97075224	null	1.0829066	0.84394723	0.8838037	0.91211015	0.9176637	1.2013274
R:A-SNGR-8:1510	0.34438592	0.34560657	0.54140055	0.83418965	1.4828944	2.1143258	1.9802014	1.298861	0.7975741	0.6111685	0.66647375	0.7749726	0.97741985	1.360292	1.8722998	2.4701219	2.430801	1.7389201	1.0225803	0.5360979
R:A-SNGR-8:5752	1.4577388	1.4222581	1.3849416	1.2833117	null	null	1.1497521	0.9837278	null	null	null	1	null	null	1.1552873	0.9817065	null	null	0.84062314	null
R:A-SNGR-8:635	null	null	1.0506874	0.94186145	0.9980103	0.8200386	1.0019897	0.9931883	1.006097	0.8200386	0.9110481	1.036822	1.0457453	1.1691426	1.0590924	1.1298751	1.112169	1.1713935	0.9645643	null
R:A-SNGR-8:486	1.0267969	1.034535	1.0335971	0.9476007	0.9940019	1.000853	0.9991469	0.8962052	0.9845433	0.94286925	0.97286344	1.0364531	0.9667337	0.91478485	1.0631553	1.0743756	1.019112	1.0921539	1.0646399	0.8823524
R:A-SNGR-8:5563	1.3117174	1.3497769	1.322879	1.1789215	0.9525621	1.0136167	0.96330935	1.0606337	0.9587555	1.0169381	null	0.8979424	1.1639227	1.2287167	0.98846644	0.87751377	0.96133304	1.0115335	0.8650096	null
R:A-SNGR-8:4539	1.0384548	1.1989896	0.89565474	0.886582	0.93587166	0.9681338	1.0638186	1.0050148	1.0472655	0.9113183	0.97615784	1.0435456	1.01858	1.0890515	0.8847565	0.97829175	0.9949851	1.0248057	0.97338706	1.2791365
R:A-SNGR-8:5819	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:3863	1.1429487	1.2209506	0.9621258	0.97325003	0.9015064	0.83108455	0.99759877	1.1564435	1.0596597	0.9345407	0.9129195	1.0183145	1.0024012	0.86794776	0.83982795	0.9691988	1.3218143	1.2919676	1.106488	1.2131064
R:A-SNGR-8:4795	0.8492067	0.5482204	0.94289356	1.1307145	1.1233408	0.90866107	0.82490295	0.6957417	0.97694135	0.90866107	1.2355094	1.0230587	1.2567748	1.0510556	1.313854	1.2291099	1.1153321	null	1.0287634	null
R:A-SNGR-8:6075	0.9617244	1.0821007	1.0318972	0.9730915	0.97996587	1.0017322	1.088838	1.0678608	1.0377682	0.97359455	1.0066934	0.98352236	0.9691893	1.052787	0.9982677	0.9973611	0.920464	0.88524455	1.0525426	1.0603832
R:A-SNGR-8:5051	0.787744	0.89388657	1.0783799	1.0175614	1.1318481	1.0511367	0.96217656	0.9282437	0.98509485	1.0643027	1.1293995	1.2746787	1.0129039	1.0042061	0.9456659	0.9995387	0.8376744	1.0004612	0.9460321	0.8842105
R:A-SNGR-8:4112	0.9922606	0.99900633	1.010483	0.9471341	0.99394417	1.1070753	1.024831	0.99253017	0.97533745	1.027266	0.97504765	1.0473543	1.017609	1.0009936	1.0015199	1.0363407	0.94899833	0.93260294	1.1620877	0.9967524
R:A-SNGR-8:5392	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4368	null	1.2424136	null	null	1.410366	1.1943461	null	1.1362674	null	1	null	null	1	null	1	null	null	1.2139084	0.9194757	1.2462453
R:A-SNGR-8:5648	1.0794193	1.1042976	0.99360913	0.930803	1.1196395	1.1070513	0.96401966	0.87946105	0.95871127	1.0063908	1.3446214	1.1395897	1.0244261	0.9448142	0.8744621	0.7721452	1.0664712	1.0923059	0.91087735	null
R:A-SNGR-8:3771	1.0790164	0.8886577	1.0018417	1.0615262	0.9981584	1.0678593	1.0284022	0.9475942	0.99687505	1.0272912	1.0716286	1.0201981	0.97720087	0.9926005	1.0970876	1.1131963	0.9763048	0.99663895	0.9872253	0.8526967
R:A-SNGR-8:2747	0.9849705	null	0.8865974	1.0454328	1.165062	0.91996247	0.792741	0.71103203	1.1799608	0.91996247	1.4418322	1.1075071	1.3583086	1.1122307	1.1681173	1.1806344	null	0.86976147	1.0150294	null
R:A-SNGR-8:5776	1.4328824	1.3017448	1.2177188	1.0209676	1.0019718	0.9837193	1.001421	1.0321293	0.98232955	1.0576124	0.99259484	1.051404	0.974832	1.1549636	0.9079874	0.85314834	0.8766148	0.84866947	0.9985792	null
R:A-SNGR-8:471	1.0196164	null	0.9539567	0.92451376	0.9242378	0.99557066	1.0128571	1.0044295	0.8842453	0.993722	1.0653659	0.8286528	0.9885687	0.9595733	1.0810859	1.0660374	1.0450785	1.0721905	1.0537313	0.82797164
R:A-SNGR-8:1751	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1766	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1467	1.0842634	null	1.1627251	1.2009363	1.2398558	0.9920167	0.91306305	0.92110753	0.9688269	1.111388	1.2654856	1.0184413	1.1425555	1.092982	1.0079832	0.8466185	0.95502055	0.85469747	0.99100846	null
R:A-SNGR-8:443	1.0474463	null	1.1320643	1.1187347	1.0027673	0.93280673	0.9284694	0.99731374	1.0160189	0.93280673	1.1265476	0.99327374	1.0459476	1.1383809	0.99066037	0.9458411	0.88579243	0.97403973	1.0026864	1.1167572
R:A-SNGR-8:955	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4347	0.8821806	0.59794956	0.7357322	0.83579314	0.9696548	1.0155318	0.8503487	0.76452386	0.9075878	1.1547437	1.191283	0.9844683	1.0334178	1.0725702	1.235097	1.0904732	1.2177083	1.0905918	1.2459532	0.84313905
R:A-SNGR-8:5627	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4859	null	null	null	null	0.8410548	null	null	null	null	0.8126047	0.86267245	null	0.8711677	0.895973	0.80398244	0.74741066	null	0.8101911	0.79614925	null
R:A-SNGR-8:6139	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5200	1.0740664	0.80595773	1.1531304	1.1739478	1.0328684	1.0609536	0.91811854	0.7887519	0.87469727	1.0566181	1.1240431	0.9824028	1.0815175	0.86759114	0.9991559	0.91465765	0.85104626	1.1004959	1.0008441	0.9990479
R:A-SNGR-8:5328	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4176	0.67272425	0.38800287	0.7899819	0.9093215	1.1388137	0.9240253	0.73826903	0.62905663	0.79845434	1.3240674	1.3702619	1.0036768	1.1263177	0.99944717	1.2033168	1.1299529	1.0181044	1.1012625	1.0005528	0.34403768
R:A-SNGR-8:5456	1.1163241	1.1811123	1.0596141	1.0301063	0.94254553	0.85286057	1.0662321	1.1085932	1.0021293	0.99957746	0.9213803	0.90703154	0.97060573	1.0004226	0.88892454	0.95086956	0.951399	1.0202363	0.91657394	1.2547333
R:A-SNGR-8:2299	0.67578894	1.1763672	0.7524081	0.7834774	0.87390274	0.9433674	1.0662671	1.0100302	0.97037727	0.8752293	1.0306714	0.9656604	1.0186616	null	0.97901964	1.035714	1.164585	1.1062521	1.132576	1.3471607
R:A-SNGR-8:4432	1.0169976	0.55626184	0.91514784	1.2038853	1.2638292	1.074951	0.8027016	0.6355188	0.84178215	1.1404313	1.2652397	0.9085802	1.1330296	0.98735446	1.0126455	1.0965462	1.0710163	0.86597306	0.97039276	0.44606718
R:A-SNGR-8:5712	1.1704375	1.2319293	0.95103437	0.9417246	0.8461571	0.8541741	1.02541	1.0557959	0.917609	0.9009098	1.0702958	1.0490625	0.9975383	1.0981188	1.0024618	0.92802334	0.8449069	1.0317055	1.1256944	null
R:A-SNGR-8:1552	1.1365188	0.861666	0.8710479	0.882932	0.89649194	0.9253623	1.0763015	1.0269963	0.97192067	0.95847535	1.0141048	0.9809777	1.01045	1.0137143	0.98954993	1.0661483	1.0866596	1.0361345	1.1390196	0.9673868
R:A-SNGR-8:4091	0.8351822	0.70987284	0.95011425	0.9422977	1.1128337	1.0222957	0.89753366	0.75758773	1.0132033	1.0555097	1.0983343	1.0721167	1.0658667	1.0168962	1.2443217	0.9419356	0.9759419	0.9867968	1.0160846	0.623021
R:A-SNGR-8:4135	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1275	0.86825365	null	0.8430414	0.77466255	0.8850841	0.99819845	1.0895772	1.0348653	1.0018016	0.99333113	1.0357322	1.0304403	0.9314625	1.0850683	1.0177847	0.99149114	1.0925767	0.94073766	1.043061	1.2430724
